DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1469218-DCA,Business,12/31/2016,Inactive,07/11/2013,Tobacco Retail Dealer,"NAT SHERMAN INTERNATIONAL, INC.",,220,CONOVER ST,,BROOKLYN,NY,11231,800-692-4427,Brooklyn,3,306,38,3008680,3005850036,BK33,53,,-74.01531857140509,40.677180814176225,"(40.677180814176225, -74.01531857140509)"
1308519-DCA,Business,09/15/2017,Inactive,02/04/2009,Sidewalk Cafe,"STINKY VINE, LLC",,282,SMITH ST,,BROOKLYN,NY,11231,7188751500,Brooklyn,3,306,39,3007026,3004280032,BK33,75,"Sidewalk Cafe Type: Unenclosed, Square Feet: 190, Tables: 8, Chairs: 16",-73.99355699218238,40.68218263050687,"(40.68218263050687, -73.99355699218238)"
2036450-DCA,Business,12/31/2017,Inactive,04/21/2016,Laundry,SKC LAUNDROMAT INC.,,286,SMITH ST,,BROOKLYN,NY,11231,718-596-8594,Brooklyn,3,306,39,3007028,3004280034,BK33,75,,-73.99362190042459,40.68208382231325,"(40.68208382231325, -73.99362190042459)"
2024859-DCA,Business,02/28/2017,Inactive,06/25/2015,Home Improvement Contractor,"BATOR BINTOR, INC",,42,DELEVAN ST,,BROOKLYN,NY,11231,3475466503,Brooklyn,3,306,38,3336464,3005190001,BK33,59,,-74.00740535622768,40.67932800871826,"(40.67932800871826, -74.00740535622768)"
1392392-DCA,Business,12/31/2017,Inactive,05/18/2011,Laundry,KT LAUNDROMAT INC.,,500,HENRY ST,,BROOKLYN,NY,11231,917-226-3962,Brooklyn,3,306,39,3004117,3003310030,BK33,63,,-73.99936541439403,40.68424687777694,"(40.68424687777694, -73.99936541439403)"
1458636-DCA,Business,12/31/2020,Active,02/27/2013,Tobacco Retail Dealer,"SMITH CONVENIENCE, INC.",,321,SMITH ST,,BROOKLYN,NY,11231,718-852-6517,Brooklyn,3,306,39,3007325,3004360102,BK33,75,,-73.99423491370008,40.68114514240725,"(40.68114514240725, -73.99423491370008)"
1381332-DCA,Business,04/30/2014,Inactive,02/17/2012,Tow Truck Company,C & C WRECKERS INC.,,113,HAMILTON AVE,,BROOKLYN,NY,11231,9179928259,Brooklyn,3,306,39,3005179,3003620001,BK33,51,,-74.00495751822662,40.68180118071357,"(40.68180118071357, -74.00495751822662)"
0807983-DCA,Business,07/31/2021,Active,10/08/2003,Secondhand Dealer - Auto,NICOBROS INCORPORATED,J & E SERVICE STATION,640,HICKS ST,,BROOKLYN,NY,11231,7186253848,Brooklyn,3,306,39,3005196,3003630038,BK33,51,,-74.0030213564017,40.681235824666864,"(40.681235824666864, -74.0030213564017)"
2001911-DCA,Business,12/31/2017,Inactive,12/24/2013,Laundry Jobber,BROOKLYN CLEANERS GROUP INC,BIG APPLE CLEANERS,472,COURT ST,,BROOKLYN,NY,11231,917-838-0111,Brooklyn,3,306,39,3341730,3003740130,BK33,65,,-73.9981288756522,40.67775822125657,"(40.67775822125657, -73.9981288756522)"
2058112-DCA,Business,02/28/2021,Active,09/13/2017,Home Improvement Contractor,"OCULAR, INC.",,98,4TH ST,,BROOKLYN,NY,11231,917 719 1088,Brooklyn,3,306,39,3008082,3004710125,BK33,77,,-73.99296627833439,40.67662442975467,"(40.67662442975467, -73.99296627833439)"
1446212-DCA,Business,10/16/2012,Inactive,09/26/2012,Games of Chance,FRIENDS OF FIREFIGHTERS,,199,VAN BRUNT ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3008228,3005080001,BK33,59,Type of Game: Raffles,-74.0077625625788,40.68171868249119,"(40.68171868249119, -74.0077625625788)"
1010098-DCA,Business,07/31/2017,Inactive,05/21/1999,Secondhand Dealer - Auto,"MENDOZA AUTO SALES, INC.",,63,UNION ST,,BROOKLYN,NY,11231,7186256070,Brooklyn,3,306,39,3395743,3003350060,BK33,51,,-74.00484958054696,40.684913756849,"(40.684913756849, -74.00484958054696)"
2024190-DCA,Business,02/28/2021,Active,06/11/2015,Home Improvement Contractor,"DESMOND, CRAIG",,127,KING ST,,BROOKLYN,NY,11231,2122561226,Brooklyn,3,306,38,3008549,3005560011,BK33,53,,-74.01126646219346,40.67810352638261,"(40.67810352638261, -74.01126646219346)"
1434201-DCA,Business,02/28/2019,Inactive,06/14/2012,Home Improvement Contractor,RED HOOK DESIGN LLC,,182,HALLECK ST,,BROOKLYN,NY,11231,8602485670,Brooklyn,3,306,38,3008214,3004920015,BK33,53,,-74.00164019749107,40.66999600039815,"(40.66999600039815, -74.00164019749107)"
1418198-DCA,Business,04/30/2020,Active,01/25/2012,Tow Truck Company,DESTINATION AUTOMOTIVE & RECOVERY INC.,,34,COFFEY ST,,BROOKLYN,NY,11231,7183690271,Brooklyn,3,306,38,3008758,3005880033,BK33,53,"Active Plate Numbers:  7397, 7749",-74.0115470462377,40.67448314104596,"(40.67448314104596, -74.0115470462377)"
2031082-DCA,Business,04/30/2020,Active,12/04/2015,Tow Truck Exemption,PICTURE CAR SERVICES LTD,,72,HUNTINGTON ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3330303,3005350026,BK33,59,"Active Sticker Numbers:  E3626, E3628, E3752, E3753, E3750, E3751, E3585",-74.00356555611587,40.67709669067429,"(40.67709669067429, -74.00356555611587)"
2072013-DCA,Business,07/31/2019,Inactive,05/29/2018,Secondhand Dealer - General,JESSICA ERIN ALLRED,,525,HENRY ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3004312,3003380004,BK33,67,,-73.99959257036575,40.68372811692388,"(40.68372811692388, -73.99959257036575)"
0883902-DCA,Business,02/28/2021,Active,09/11/2013,Home Improvement Contractor,JABUS BUILDING CORP.,,98,VAN DYKE ST,,BROOKLYN,NY,11231,7188525364,Brooklyn,3,306,38,3008817,3005980043,BK33,53,,-74.01405272868229,40.67522944107086,"(40.67522944107086, -74.01405272868229)"
1219419-DCA,Business,02/28/2021,Active,02/17/2006,Home Improvement Contractor,"JAY-STA CONSTRUCTION, INC.",Jay-Sta Construction Inc.,531A,CLINTON ST,,BROOKLYN,NY,11231,7188341990,Brooklyn,3,306,39,3343619,3003777501,BK33,65,,-74.0004758911546,40.677513950601295,"(40.677513950601295, -74.0004758911546)"
1420050-DCA,Business,12/31/2013,Inactive,02/21/2012,Games of Chance,PS 58 PTA HE CARROLL SCHOOL,,330,SMITH ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3007547,3004490015,BK33,77,Type of Game: Raffles,-73.99493804863285,40.68014882289213,"(40.68014882289213, -73.99493804863285)"
1005135-DCA,Business,06/30/2011,Inactive,03/23/1999,Home Improvement Contractor,HIGH RISE CONSTRUCTION INC.,,237,PRESIDENT ST,,BROOKLYN,NY,11231,7184039100,Brooklyn,3,306,39,3004592,3003450048,BK33,67,,-73.99746895055883,40.68209220556228,"(40.68209220556228, -73.99746895055883)"
1047884-DCA,Business,12/31/2010,Inactive,10/24/2000,Tobacco Retail Dealer,"CUMBO, FRANCESCA",MAGIC FOUNTAIN,412,COURT ST,,BROOKLYN,NY,11231,7189999999,Brooklyn,3,306,39,3336027,3003610027,BK33,65,,-73.99701475019064,40.68006929708986,"(40.68006929708986, -73.99701475019064)"
1345331-DCA,Business,12/31/2011,Inactive,02/17/2010,Tobacco Retail Dealer,TAIZ FOOD CORP.,,62,3RD ST,,BROOKLYN,NY,11231,7185624210,Brooklyn,3,306,39,3007989,3004640039,BK33,77,,-73.99404050292667,40.67798315359569,"(40.67798315359569, -73.99404050292667)"
1435388-DCA,Business,02/28/2021,Active,06/25/2012,Home Improvement Contractor,THE ARTIST GARDEN LLC,,42,STRONG PL,,BROOKLYN,NY,11231,6466447156,Brooklyn,3,306,39,3003868,3003230053,BK33,67,,-73.99778612430924,40.68536946980723,"(40.68536946980723, -73.99778612430924)"
2044672-1-DCA,Business,12/31/2017,Inactive,10/13/2016,Tobacco Retail Dealer,MFD-NY LLC,,354,HAMILTON AVE,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3331445,3005520025,BK33,53,,-74.00042179185215,40.674231200412734,"(40.674231200412734, -74.00042179185215)"
2038384-DCA,Business,02/28/2021,Active,05/31/2016,Home Improvement Contractor,FERRUM INC.,,97,3RD PL,,BROOKLYN,NY,11231,9177339749,Brooklyn,3,306,39,3005293,3003660030,BK33,65,,-73.9979702137765,40.67877378486762,"(40.67877378486762, -73.9979702137765)"
1231791-DCA,Business,12/31/2015,Inactive,06/28/2006,Tobacco Retail Dealer,SHANUM INC,,304,COURT ST,,BROOKLYN,NY,11231,7185961222,Brooklyn,3,306,39,3004045,3003260064,BK33,67,,-73.99519376384491,40.68384878723601,"(40.68384878723601, -73.99519376384491)"
1244617-DCA,Business,03/31/2011,Inactive,12/05/2006,Parking Lot,"IMPERIAL PARKING (U.S.), INC",,185,KING ST,,BROOKLYN,NY,11231,2129378660,Brooklyn,3,306,38,3008530,3005540040,BK33,53,"Vehicle Spaces: 597, Bicycle Spaces: 26",-74.01338664784075,40.67953881585145,"(40.67953881585145, -74.01338664784075)"
1251766-DCA,Business,02/28/2019,Inactive,04/10/2007,Home Improvement Contractor,ABEL & CAIN ENTERPRISES LLC,ABLE CONSTRUCTION COMPANY,184,W 9TH ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3008155,3004780013,BK33,77,,-73.99876705535713,40.67502168977821,"(40.67502168977821, -73.99876705535713)"
1396695-DCA,Business,12/31/2017,Inactive,06/16/2011,Laundry,HICKS MEGA LAUNDROMAT INC.,,779,HICKS ST,,BROOKLYN,NY,11231,6462660106,Brooklyn,3,306,38,3336542,3005390003,BK33,59,,-74.00495710852906,40.6762896754878,"(40.6762896754878, -74.00495710852906)"
1323163-DCA,Business,02/28/2021,Active,06/23/2009,Home Improvement Contractor,CANNON CONSTRUCTION COMPANY CORPORATION,,288,HAMILTON AVE,,BROOKLYN,NY,11231,347-651-1005,Brooklyn,3,306,38,3008463,3005360021,BK33,59,,-74.00148893827031,40.676429756135846,"(40.676429756135846, -74.00148893827031)"
2075144-DCA,Business,02/28/2019,Inactive,07/06/2018,Home Improvement Contractor,BARTA INTERIORS LLC,,19,TOMPKINS PL,,BROOKLYN,NY,11231,6465784086,Brooklyn,3,306,39,3004017,3003260022,BK33,67,,-73.99566240281605,40.685174530580134,"(40.685174530580134, -73.99566240281605)"
1340702-DCA,Business,06/30/2010,Inactive,12/14/2009,Scrap Metal Processor,"BROOKLYN SCRAP METAL, LLC",,543,SMITH ST,,BROOKLYN,NY,11231,3474810772,Brooklyn,3,306,39,3346376,3004830020,BK33,77,,-73.99847868744939,40.67325954067642,"(40.67325954067642, -73.99847868744939)"
2053293-DCA,Business,12/31/2019,Active,05/19/2017,Laundries,RED HANGER CLEANERS INC,,251,SMITH ST,,BROOKLYN,NY,11231,9177975131,Brooklyn,3,306,33,3323336,3004150007,BK33,75,Laundry Type: Retail Laundry,-73.992799722553,40.68326677066971,"(40.68326677066971, -73.992799722553)"
1324030-DCA,Business,12/31/2014,Inactive,06/29/2009,Tobacco Retail Dealer,"ABUZEID, ABDO M",FAMILY SUPERMARKET,129,DWIGHT ST,,BROOKLYN,NY,11231,7188527568,Brooklyn,3,306,38,3008666,3005780007,BK33,53,,-74.01018441698096,40.67505967247704,"(40.67505967247704, -74.01018441698096)"
1386244-DCA,Business,12/31/2014,Inactive,03/30/2011,Tobacco Retail Dealer,D&H JABER FOOD CORP,,421,COLUMBIA ST,,BROOKLYN,NY,11231,6465158751,Brooklyn,3,306,38,3008432,3005340010,BK33,59,,-74.00617579547172,40.67779649756279,"(40.67779649756279, -74.00617579547172)"
1339830-DCA,Business,12/31/2013,Inactive,11/30/2009,Laundry,WATERFRONT LAUNDRY INC.,,282,VAN BRUNT ST,,BROOKLYN,NY,11231,6463028844,Brooklyn,3,306,38,3008364,3005290027,BK33,59,,-74.01005174176277,40.679794419436355,"(40.679794419436355, -74.01005174176277)"
1474103-DCA,Business,02/28/2019,Inactive,09/23/2013,Home Improvement Contractor,"CANNON CONSTRUCTION ENTERPRISES, INC.",,288,HAMILTON AVE,,BROOKLYN,NY,11231,347-651-1005,Brooklyn,3,306,38,3008463,3005360021,BK33,59,,-74.0019504017011,40.676454452208176,"(40.676454452208176, -74.0019504017011)"
1425344-DCA,Business,07/31/2013,Inactive,04/16/2012,Secondhand Dealer - General,AA GENERAL TRADING CORP.,AAA AUTOBODY & REPAIR,353,HAMILTON AVE,,BROOKLYN,NY,11231,7188021054,Brooklyn,3,306,39,3008173,3004790001,BK33,77,,-73.99958542063662,40.67384967668771,"(40.67384967668771, -73.99958542063662)"
1409912-DCA,Business,07/31/2021,Active,10/03/2011,Secondhand Dealer - General,COURT CYCLES LLC,,514,COURT ST,,BROOKLYN,NY,11231,7187970326,Brooklyn,3,306,39,3005638,3003790032,BK33,65,,-73.99886437262117,40.676223902083194,"(40.676223902083194, -73.99886437262117)"
1425066-DCA,Business,06/30/2013,Inactive,04/16/2012,Home Improvement Contractor,NAHAR GENERAL CONSTRUCTION CORP.,,205,CENTRE ST,,BROOKLYN,NY,11231,7182490090,Brooklyn,3,306,39,3008185,3004790033,BK33,77,,-73.9987634769729,40.67358068281082,"(40.67358068281082, -73.9987634769729)"
1389080-DCA,Business,12/31/2014,Inactive,04/25/2011,Tobacco Retail Dealer,RED HOOK NEWSSTAND CORP.,,56,LORRAINE ST,,BROOKLYN,NY,11231,9176370557,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00744808592178,40.67454386446424,"(40.67454386446424, -74.00744808592178)"
1303465-DCA,Business,07/31/2021,Active,10/31/2008,Secondhand Dealer - General,"UHRIK, STEVEN L",NEW YORK STRING SERVICE,87,LUQUER ST,,BROOKLYN,NY,11231,7182372532,Brooklyn,3,306,39,3336037,3003730050,BK33,65,,-74.00117891926239,40.67791468254518,"(40.67791468254518, -74.00117891926239)"
1391688-DCA,Business,12/31/2016,Inactive,05/12/2011,Tobacco Retail Dealer,"SALEH, SALEH M",BUTLER DELI GROCERY,131,BUTLER ST,,BROOKLYN,NY,11231,718-604-3525,Brooklyn,3,306,33,3006435,3004030044,BK38,69,,-73.99031547355114,40.68345323290567,"(40.68345323290567, -73.99031547355114)"
2005481-1275-DCA,Business,12/31/2017,Inactive,04/01/2014,Tobacco Retail Dealer,RED HOOK FOOD CORP.,,603,CLINTON ST,,BROOKLYN,NY,11231,347-721-3665,Brooklyn,3,306,38,3008516,3005520003,BK33,53,,-74.00177731076894,40.674865230488074,"(40.674865230488074, -74.00177731076894)"
1209433-DCA,Business,02/28/2021,Active,09/08/2005,Home Improvement Contractor,"TECHNICAL INNOVATIONS, CORP.",,84,BUTLER ST,,BROOKLYN,NY,11231,7183300517,Brooklyn,3,306,33,3006554,3004090017,BK38,69,,-73.99131416424702,40.683826601615564,"(40.683826601615564, -73.99131416424702)"
0991723-DCA,Business,06/30/2013,Inactive,01/16/2003,Home Improvement Contractor,T&A CARPENTRY AND HOME RESTORA INC.,,454,VAN BRUNT ST,,BROOKLYN,NY,11231,7187687558,Brooklyn,3,306,38,3008869,3006100030,BK33,53,,-74.01584798533456,40.67485317363022,"(40.67485317363022, -74.01584798533456)"
1240458-DCA,Business,12/31/2017,Inactive,10/02/2006,Laundry,"ZHENG, SHOU TONG",NICE BUBBLE LAUNDRY,510,COURT ST,,BROOKLYN,NY,11231,646-709-3507,Brooklyn,3,306,39,3005636,3003790030,BK33,65,,-73.99881029311943,40.676336437289045,"(40.676336437289045, -73.99881029311943)"
1461485-DCA,Business,07/31/2019,Inactive,04/03/2013,Secondhand Dealer - Auto,AKI EXPORTERS INC,,14,COLES ST,,BROOKLYN,NY,11231,2127293475,Brooklyn,3,306,38,3395627,3005130013,BK33,59,,-74.00479872220055,40.67964105112115,"(40.67964105112115, -74.00479872220055)"
1364865-DCA,Business,12/31/2015,Inactive,08/04/2010,Tobacco Retail Dealer,CSM N E  INC.,,299,COURT ST,,BROOKLYN,NY,11231,7188556093,Brooklyn,3,306,33,3006636,3004140002,BK33,75,,-73.99512164484534,40.68395034076121,"(40.68395034076121, -73.99512164484534)"
1418141-DCA,Business,07/31/2013,Inactive,01/24/2012,Secondhand Dealer - General,"S & S QUALITY TIRES, INC",,354,HAMILTON AVE,,BROOKLYN,NY,11231,6466438799,Brooklyn,3,306,38,3331445,3005520025,BK33,53,,-74.00042179185215,40.674231200412734,"(40.674231200412734, -74.00042179185215)"
1390455-DCA,Business,04/30/2014,Inactive,12/08/2011,Tow Truck Company,"AUTHORIZED WRECKERS, INC.",,147,KING ST,,BROOKLYN,NY,11231,7186904388,Brooklyn,3,306,38,3330311,3005550005,BK33,53,,-74.01212462173515,40.678685331191204,"(40.678685331191204, -74.01212462173515)"
1139856-DCA,Business,03/15/2021,Active,05/19/2003,Dealer In Products,MBS LTD.,,409,HOYT ST,,BROOKLYN,NY,11231,7186241000,Brooklyn,3,306,39,3008002,3004650001,BK33,77,,-73.99395041596046,40.67749183435411,"(40.67749183435411, -73.99395041596046)"
0932617-DCA,Business,03/31/2020,Active,04/18/1996,Stoop Line Stand,CARROLL GARDENS FLORIST INC.,,373,COURT ST,,BROOKLYN,NY,11231,7188552707,Brooklyn,3,306,39,3007541,3004490006,BK33,77,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99669744681641,40.680684117589955,"(40.680684117589955, -73.99669744681641)"
2009571-DCA,Business,03/31/2016,Inactive,06/12/2014,Stoop Line Stand,farm street produce llc,farm street produce,310,VAN BRUNT ST,,BROOKLYN,NY,11231,7184888444,Brooklyn,3,306,38,3008374,3005290039,BK33,59,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.01078352805838,40.679165800072525,"(40.679165800072525, -74.01078352805838)"
2081930-DCA,Business,02/28/2021,Active,02/05/2019,Home Improvement Contractor,PROJECT PLANT LLC,,159,COLUMBIA ST,,BROOKLYN,NY,11231,3474523215,Brooklyn,3,306,39,3003569,3003190015,BK33,47,,-74.00194348625466,40.68657442924261,"(40.68657442924261, -74.00194348625466)"
0998800-DCA,Business,12/31/2017,Inactive,10/30/1998,Laundry,"PUN, FU TAI",SUPER LAUNDRY,355,SMITH ST,,BROOKLYN,NY,11231,718-855-0078,Brooklyn,3,306,39,3007555,3004500005,BK33,77,,-73.99516521493679,40.67977005395693,"(40.67977005395693, -73.99516521493679)"
1349708-DCA,Business,12/31/2011,Inactive,04/09/2010,Laundry Jobber,PIMENTEL DRY CLEANERS INC.,,289,COLUMBIA ST,,BROOKLYN,NY,11231,9176628791,Brooklyn,3,306,39,3005013,3003580009,BK33,51,,-74.0040417548592,40.68222116672168,"(40.68222116672168, -74.0040417548592)"
1246130-DCA,Business,12/31/2011,Inactive,01/05/2007,Laundry,"SACKETT LAUNDROMAT, INC.",,169,SACKETT ST,,BROOKLYN,NY,11231,7186243800,Brooklyn,3,306,39,3004131,3003310047,BK33,63,,-74.00072112297501,40.68452135443975,"(40.68452135443975, -74.00072112297501)"
1345502-DCA,Business,06/30/2013,Inactive,02/23/2010,Home Improvement Contractor,BROOKLYN LIQUIDATORS INC.,RED HOOK FLOORING/ AREA RUG WORLD,185,VAN BRUNT ST,,BROOKLYN,NY,11231,3473350322,Brooklyn,3,306,38,3336447,3005040001,BK33,59,,-74.00720016186568,40.68219630948219,"(40.68219630948219, -74.00720016186568)"
1458914-DCA,Business,12/31/2016,Inactive,03/04/2013,Tobacco Retail Dealer,WOLCOTT DELI GROCERY INC.,,51,WOLCOTT ST,,BROOKLYN,NY,11231,7182549390,Brooklyn,3,306,38,3336637,3005770007,BK33,53,,-74.01121205830884,40.67617121067159,"(40.67617121067159, -74.01121205830884)"
1009086-DCA,Business,12/31/2011,Inactive,05/13/1999,Laundry Jobber,"LI, SIU KWAM",LI'S CLEANERS,500,HENRY ST,,BROOKLYN,NY,11231,7187970970,Brooklyn,3,306,39,3004117,3003310030,BK33,63,,-73.99936541439403,40.68424687777694,"(40.68424687777694, -73.99936541439403)"
1149796-DCA,Business,12/31/2012,Inactive,08/27/2003,Tobacco Retail Dealer,SANTO'S FARM INC.,,429,COURT ST,,BROOKLYN,NY,11231,7188550659,Brooklyn,3,306,39,3008018,3004670009,BK33,77,,-73.99774669419483,40.678499303341155,"(40.678499303341155, -73.99774669419483)"
1051058-DCA,Business,12/31/2012,Inactive,02/06/2006,Tobacco Retail Dealer,"J.M. DONUTS, INC.",,365,SMITH ST,,BROOKLYN,NY,11231,7188755449,Brooklyn,3,306,39,3336314,3004600001,BK33,77,,-73.99541040383662,40.6794132434634,"(40.6794132434634, -73.99541040383662)"
0991394-DCA,Business,03/31/2014,Inactive,07/29/1998,Stoop Line Stand,JENNIFER ENTERPRISES CORP,,365,SMITH ST,,BROOKLYN,NY,11231,7188021446,Brooklyn,3,306,39,3336314,3004600001,BK33,77,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99541040383662,40.6794132434634,"(40.6794132434634, -73.99541040383662)"
1219251-DCA,Business,12/31/2013,Inactive,02/14/2006,Laundry,"UNION STREET SUPERWASH CENTER, INC.",,134,UNION ST,,BROOKLYN,NY,11231,7188584853,Brooklyn,3,306,39,3004451,3003420019,BK33,51,,-74.00221022981817,40.68415628083097,"(40.68415628083097, -74.00221022981817)"
2055977-DCA,Business,03/31/2021,Active,07/19/2017,Garage,BON D OPERATING LLC,,363,BOND ST,,BROOKLYN,NY,11231,212-575-5335,Brooklyn,3,306,39,3000000,3004520001,BK33,77,"Vehicle Spaces: 122, Bicycle Spaces: 12",-73.99082818711588,40.678186055636885,"(40.678186055636885, -73.99082818711588)"
1283423-DCA,Business,02/28/2021,Active,04/29/2008,Home Improvement Contractor,ECO BROOKLYN INC.,,22,2ND ST,,BROOKLYN,NY,11231,3472443016,Brooklyn,3,306,39,3007819,3004600010,BK33,77,,-73.99459922819418,40.679097559299905,"(40.679097559299905, -73.99459922819418)"
0930579-DCA,Business,12/31/2017,Inactive,02/17/1998,Laundry Jobber,"JEON, HYE SOON",GARDENER'S CLEANERS,357,SMITH ST,,BROOKLYN,NY,11231,7188524161,Brooklyn,3,306,39,3007554,3004500003,BK33,77,,-73.9952048782165,40.6797096706042,"(40.6797096706042, -73.9952048782165)"
1453102-DCA,Business,12/31/2013,Inactive,01/02/2013,Tobacco Retail Dealer,"KHARBEDIA, ZURAB & DIDIDZE, GIORGI",G & Z GEORGIA,354,HAMILTON AVE,,BROOKLYN,NY,11231,6467013970,Brooklyn,3,306,38,3331445,3005520025,BK33,53,,-74.00042179185215,40.674231200412734,"(40.674231200412734, -74.00042179185215)"
1395027-DCA,Business,04/15/2013,Inactive,06/03/2011,Sidewalk Cafe,"CH BURGERS, LLC",FIVE GUYS BURGERS & FRIES,266,COURT ST,,BROOKLYN,NY,11231,9177101477,Brooklyn,3,306,39,3004028,3003260044,BK33,67,"Sidewalk Cafe Type: Unenclosed, Square Feet: 74, Tables: 2, Chairs: 8",-73.99468168719969,40.68490824659686,"(40.68490824659686, -73.99468168719969)"
2035285-1-DCA,Business,12/31/2017,Inactive,03/30/2016,Tobacco Retail Dealer,Z-ELEVEN CONVENIENCE STORE INC.,,721,HENRY ST,,BROOKLYN,NY,11231,347-822-4409,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
1093277-DCA,Business,12/31/2011,Inactive,09/07/2001,Tobacco Retail Dealer,"ODDO, DEBRA A",NANCY'S CONVENIENCE STORE,153,UNION ST,,BROOKLYN,NY,11231,7186245958,Brooklyn,3,306,39,3004268,3003360036,BK33,51,,-74.00200831533334,40.68411785772681,"(40.68411785772681, -74.00200831533334)"
1376328-DCA,Business,06/30/2013,Inactive,11/05/2010,Home Improvement Contractor,SKYLIGHT BUILDING SERVICES INC.,,383,CLINTON ST,,BROOKLYN,NY,11231,3472243677,Brooklyn,3,306,39,3004353,3003390008,BK33,67,,-73.99758787969,40.68352497923651,"(40.68352497923651, -73.99758787969)"
0769376-DCA,Business,06/30/2013,Inactive,07/10/1997,Home Improvement Contractor,NICHOLAS PARA INC.,,51,4TH ST,,BROOKLYN,NY,11231,7188321400,Brooklyn,3,306,39,3007991,3004640045,BK33,77,,-73.99463541410837,40.67744795194632,"(40.67744795194632, -73.99463541410837)"
1109142-DCA,Business,12/31/2017,Inactive,05/16/2002,Laundry,"SUDS & DUDS #2, INC",,162,UNION ST,,BROOKLYN,NY,11231,718-935-9288,Brooklyn,3,306,39,3004475,3003430010,BK33,63,,-74.00072832572076,40.683744583971894,"(40.683744583971894, -74.00072832572076)"
1276639-DCA,Business,09/15/2020,Active,01/31/2008,Sidewalk Cafe,TSM RESTAURANT LLC,BUTTERMILK CHANNEL,524,COURT ST,,BROOKLYN,NY,11231,7187815445,Brooklyn,3,306,39,3005643,3003790038,BK33,65,"Sidewalk Cafe Type: Unenclosed, Square Feet: 144, Tables: 8, Chairs: 16",-73.99900137317316,40.67594119157909,"(40.67594119157909, -73.99900137317316)"
1228805-DCA,Business,02/28/2021,Active,06/01/2006,Home Improvement Contractor,MADE LLC,,141,BEARD ST,,BROOKLYN,NY,11231,7188340171,Brooklyn,3,306,38,3336681,3006120001,BK33,53,,-74.01501522141102,40.67490818082405,"(40.67490818082405, -74.01501522141102)"
1158990-DCA,Business,12/31/2017,Inactive,01/20/2004,Laundry,CARROLL GARDENS WASH-N-DRY CORP.,,425,COURT ST,,BROOKLYN,NY,11231,7189359288,Brooklyn,3,306,39,3007926,3004630001,BK33,77,,-73.99760247176896,40.67880122552869,"(40.67880122552869, -73.99760247176896)"
1115660-DCA,Business,04/30/2020,Active,05/01/2012,Tow Truck Company,"RED HOOK PERFORMANCE, INC.",,749,HICKS ST,,BROOKLYN,NY,11231,7185969546,Brooklyn,3,306,38,3347157,3005350009,BK33,59,"Active Plate Numbers:  6196, 8332",-74.00449210669773,40.67725585513117,"(40.67725585513117, -74.00449210669773)"
1292142-DCA,Business,02/28/2021,Active,07/11/2008,Home Improvement Contractor,CALIGARI CONSTRUCTION CORP.,,133,DWIGHT ST,,BROOKLYN,NY,11231,7182332636,Brooklyn,3,306,38,3008665,3005780004,BK33,53,,-74.01027453314701,40.674985555542946,"(40.674985555542946, -74.01027453314701)"
1207885-DCA,Business,03/31/2014,Inactive,08/25/2005,Stoop Line Stand,"LE PETIT CAFE, INC.",,502,COURT ST,,BROOKLYN,NY,11231,7185967060,Brooklyn,3,306,39,3005590,3003770035,BK33,65,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99863723738648,40.67670149036032,"(40.67670149036032, -73.99863723738648)"
1069754-DCA,Individual,09/30/2020,Active,07/16/2008,General Vendor,"MANTILLA, HIRAM",,,,,BROOKLYN,NY,11231,7182229241,,,,,,,,,General Vendor Type: Citywide Specialized Vendor (Yellow),,,
2058111-DCA,Individual,02/28/2021,Active,09/13/2017,Home Improvement Salesperson,"HANSEN, LARS KLITGAARD",,,,,BROOKLYN,NY,11231,+45 50901201,,,,,,,,,,,,
2081585-DCA,Individual,10/31/2020,Active,01/23/2019,Tow Truck Driver,"MEDINA, LUIS",,,,,BROOKLYN,NY,11231,7187813048,,,,,,,,,,,,
